flight_id,airline,source,destination,route,departure_time,arrival_time,flight_date,duration_minutes,duration_hours,overnight_flag,duration_anomaly_flag
UK040,Vistara,HYD,CCU,HYD-CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,2026-04-20,77.0,1.28,False,False
AI044,Unknown,MAA,BLR,MAA-BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,2026-04-20,213.0,3.55,False,False
AI078,Air India,DEL,BOM,DEL-BOM,2026-04-20 08:58:41.702,2026-04-20 13:28:41.702,2026-04-20,270.0,4.5,False,False
SJ226,SpiceJet,HYD,BOM,HYD-BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,2026-04-20,247.0,4.12,False,False
6F209,IndiGo,MAA,CCU,MAA-CCU,2026-04-20 08:40:41.703,2026-04-20 13:40:41.703,2026-04-20,300.0,5.0,False,False
UK193,Vistara,HYD,DEL,HYD-DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,2026-04-20,35.0,0.58,False,False
6F092,IndiGo,MAA,BLR,MAA-BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,2026-04-20,36.0,0.6,False,False
AI208,Air India,BLR,BOM,BLR-BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,2026-04-20,194.0,3.23,False,False
SJ227,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,2026-04-20,261.0,4.35,False,False
6F238,IndiGo,BOM,DEL,BOM-DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,2026-04-20,48.0,0.8,False,False
AI084,Air India,BOM,HYD,BOM-HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,2026-04-20,75.0,1.25,False,False
SJ228,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,2026-04-20,227.0,3.78,False,False
UK194,Vistara,CCU,BOM,CCU-BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,2026-04-20,60.00495,1.0,False,False
6F126,IndiGo,CCU,MAA,CCU-MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,2026-04-20,78.0,1.3,False,False
SJ052,SpiceJet,MAA,BLR,MAA-BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,2026-04-20,97.0,1.62,False,False
AI233,Air India,BLR,BOM,BLR-BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,2026-04-20,108.0,1.8,False,False
AI213,Air India,HYD,CCU,HYD-CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,2026-04-20,71.0,1.18,False,False
UK076,Vistara,MAA,CCU,MAA-CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,2026-04-20,263.0,4.38,False,False
SJ022,SpiceJet,DEL,BLR,DEL-BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,2026-04-20,191.0,3.18,False,False
SJ002,SpiceJet,DEL,BOM,DEL-BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,2026-04-20,286.0,4.77,False,False
AI163,Air India,HYD,MAA,HYD-MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,2026-04-20,61.0,1.02,False,False
UK229,Unknown,HYD,DEL,HYD-DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,2026-04-20,257.0,4.28,False,False
UK185,Vistara,DEL,MAA,DEL-MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,2026-04-20,77.0,1.28,False,False
6F029,IndiGo,BOM,BLR,BOM-BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,2026-04-20,254.0,4.23,False,False
6F056,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,2026-04-20,109.0,1.82,False,False
AI062,Air India,MAA,DEL,MAA-DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,2026-04-20,36.0,0.6,False,False
UK034,Vistara,DEL,BLR,DEL-BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,2026-04-20,204.0,3.4,False,False
UK079,Vistara,DEL,BLR,DEL-BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,2026-04-20,231.0,3.85,False,False
AI135,Air India,BLR,BOM,BLR-BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,2026-04-20,161.0,2.68,False,False
SJ061,SpiceJet,MAA,BLR,MAA-BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,2026-04-20,177.0,2.95,False,False
AI047,Unknown,CCU,MAA,CCU-MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,2026-04-20,47.0,0.78,False,False
UK210,Vistara,DEL,CCU,DEL-CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,2026-04-20,55.0,0.92,False,False
AI088,Unknown,MAA,DEL,MAA-DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,2026-04-20,216.0,3.6,False,False
UK177,Vistara,DEL,HYD,DEL-HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,2026-04-20,269.0,4.48,False,False
AI128,Unknown,BOM,CCU,BOM-CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,2026-04-20,236.0,3.93,False,False
AI158,Air India,CCU,DEL,CCU-DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,2026-04-20,177.0,2.95,False,False
UK206,Vistara,MAA,BLR,MAA-BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,2026-04-20,273.0,4.55,False,False
SJ138,Unknown,BLR,BOM,BLR-BOM,2026-04-20 05:55:41.702,2026-04-20 06:43:41.702,2026-04-20,48.0,0.8,False,False
AI034,Air India,DEL,BOM,DEL-BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,2026-04-20,283.0,4.72,False,False
AI012,Air India,BOM,CCU,BOM-CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,2026-04-20,243.0,4.05,False,False
6F083,IndiGo,BLR,DEL,BLR-DEL,2026-04-20 05:24:41.702,2026-04-20 06:03:41.702,2026-04-20,39.0,0.65,False,False
SJ083,SpiceJet,MAA,BLR,MAA-BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,2026-04-20,184.0,3.07,False,False
SJ186,SpiceJet,CCU,DEL,CCU-DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,2026-04-20,131.0,2.18,False,False
UK001,Vistara,CCU,DEL,CCU-DEL,2026-04-20 05:06:41.700,2026-04-20 06:31:41.700,2026-04-20,85.0,1.42,False,False
AI217,Air India,CCU,BLR,CCU-BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,2026-04-20,137.0,2.28,False,False
6F178,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,2026-04-20,263.0,4.38,False,False
UK015,Vistara,BLR,BOM,BLR-BOM,2026-04-20 04:46:41.701,2026-04-20 06:33:41.701,2026-04-20,107.0,1.78,False,False
AI112,Air India,DEL,BLR,DEL-BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,2026-04-20,223.0,3.72,False,False
UK100,Vistara,CCU,BLR,CCU-BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,2026-04-20,152.0,2.53,False,False
6F133,IndiGo,MAA,BLR,MAA-BLR,2026-04-20 04:38:41.702,2026-04-20 06:25:41.702,2026-04-20,107.0,1.78,False,False
AI227,Air India,BLR,MAA,BLR-MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,2026-04-20,226.0,3.77,False,False
UK093,Vistara,HYD,CCU,HYD-CCU,2026-04-20 04:31:41.702,2026-04-20 05:21:41.702,2026-04-20,50.0,0.83,False,False
UK203,Vistara,BLR,HYD,BLR-HYD,2026-04-20 04:12:41.703,2026-04-20 05:24:41.703,2026-04-20,72.0,1.2,False,False
UK154,Vistara,MAA,HYD,MAA-HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,2026-04-20,237.0,3.95,False,False
UK073,Vistara,BLR,CCU,BLR-CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,2026-04-20,250.0,4.17,False,False
AI164,Air India,DEL,BLR,DEL-BLR,2026-04-20 03:57:41.703,2026-04-20 05:45:41.703,2026-04-20,108.0,1.8,False,False
UK008,Vistara,CCU,BLR,CCU-BLR,2026-04-20 03:57:41.701,2026-04-20 04:34:41.701,2026-04-20,37.0,0.62,False,False
UK051,Vistara,HYD,DEL,HYD-DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,2026-04-20,180.0,3.0,False,False
UK208,Vistara,DEL,CCU,DEL-CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,2026-04-20,297.0,4.95,False,False
AI150,Air India,BOM,DEL,BOM-DEL,2026-04-20 03:51:41.703,2026-04-20 04:38:41.703,2026-04-20,47.0,0.78,False,False
AI189,Air India,CCU,DEL,CCU-DEL,2026-04-20 03:44:41.703,2026-04-20 05:32:41.703,2026-04-20,108.0,1.8,False,False
6F230,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 03:34:41.704,2026-04-20 06:47:41.704,2026-04-20,193.0,3.22,False,False
6F169,IndiGo,BOM,DEL,BOM-DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,2026-04-20,279.0,4.65,False,False
AI205,Air India,BLR,BOM,BLR-BOM,2026-04-20 03:26:41.703,2026-04-20 05:14:41.703,2026-04-20,108.0,1.8,False,False
AI103,Air India,BLR,BOM,BLR-BOM,2026-04-20 03:26:41.702,2026-04-20 04:04:41.702,2026-04-20,38.0,0.63,False,False
6F250,Unknown,DEL,BLR,DEL-BLR,2026-04-20 03:26:41.701,2026-04-20 07:30:41.701,2026-04-20,244.0,4.07,False,False
AI246,Air India,BOM,BLR,BOM-BLR,2026-04-20 03:22:41.704,2026-04-20 06:41:41.704,2026-04-20,199.0,3.32,False,False
6F187,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,2026-04-20,258.0,4.3,False,False
AI082,Air India,DEL,CCU,DEL-CCU,2026-04-20 03:19:41.702,2026-04-20 06:01:41.702,2026-04-20,162.0,2.7,False,False
UK116,Vistara,CCU,BOM,CCU-BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,2026-04-20,228.0,3.8,False,False
SJ169,SpiceJet,BOM,MAA,BOM-MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,2026-04-20,286.0,4.77,False,False
AI175,Air India,BOM,HYD,BOM-HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,2026-04-20,227.0,3.78,False,False
SJ098,SpiceJet,HYD,MAA,HYD-MAA,2026-04-20 03:02:41.702,2026-04-20 03:37:41.702,2026-04-20,35.0,0.58,False,False
SJ191,SpiceJet,BLR,BOM,BLR-BOM,2026-04-20 03:01:41.703,2026-04-20 04:23:41.703,2026-04-20,82.0,1.37,False,False
SJ017,SpiceJet,DEL,MAA,DEL-MAA,2026-04-20 02:57:41.701,2026-04-20 05:00:41.701,2026-04-20,123.0,2.05,False,False
UK188,Vistara,MAA,BLR,MAA-BLR,2026-04-20 02:55:41.703,2026-04-20 03:44:41.703,2026-04-20,49.0,0.82,False,False
AI196,Air India,MAA,HYD,MAA-HYD,2026-04-20 02:52:41.703,2026-04-20 04:25:41.703,2026-04-20,93.0,1.55,False,False
AI068,Air India,BOM,BLR,BOM-BLR,2026-04-20 02:48:41.702,2026-04-20 04:48:42.000,2026-04-20,120.00496666666666,2.0,False,False
SJ097,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 02:37:41.702,2026-04-20 05:27:41.702,2026-04-20,170.0,2.83,False,False
SJ030,SpiceJet,DEL,HYD,DEL-HYD,2026-04-20 02:36:41.701,2026-04-20 03:19:41.701,2026-04-20,43.0,0.72,False,False
6F179,IndiGo,HYD,MAA,HYD-MAA,2026-04-20 02:25:41.703,2026-04-20 06:40:41.703,2026-04-20,255.0,4.25,False,False
6F156,IndiGo,MAA,BOM,MAA-BOM,2026-04-20 02:23:41.703,2026-04-20 04:57:41.703,2026-04-20,154.0,2.57,False,False
6F250,Unknown,CCU,BLR,CCU-BLR,2026-04-20 02:23:41.702,2026-04-20 02:56:41.702,2026-04-20,33.0,0.55,False,False
SJ057,SpiceJet,BOM,CCU,BOM-CCU,2026-04-20 02:17:41.701,2026-04-20 05:29:41.701,2026-04-20,192.0,3.2,False,False
6F036,IndiGo,CCU,BLR,CCU-BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,2026-04-20,283.0,4.72,False,False
6F201,IndiGo,CCU,BOM,CCU-BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,2026-04-20,280.0,4.67,False,False
6F143,IndiGo,CCU,DEL,CCU-DEL,2026-04-20 02:09:41.702,2026-04-20 06:08:41.702,2026-04-20,239.0,3.98,False,False
6F177,IndiGo,HYD,MAA,HYD-MAA,2026-04-20 02:03:41.703,2026-04-20 04:25:41.703,2026-04-20,142.0,2.37,False,False
6F031,IndiGo,BOM,BLR,BOM-BLR,2026-04-20 02:00:41.701,2026-04-20 06:37:41.701,2026-04-20,277.0,4.62,False,False
UK165,Vistara,DEL,BLR,DEL-BLR,2026-04-20 01:51:41.703,2026-04-20 06:04:41.703,2026-04-20,253.0,4.22,False,False
6F122,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 01:44:41.702,2026-04-20 05:28:41.702,2026-04-20,224.0,3.73,False,False
AI009,Unknown,DEL,CCU,DEL-CCU,2026-04-20 01:31:41.701,2026-04-20 04:05:41.701,2026-04-20,154.0,2.57,False,False
6F046,IndiGo,DEL,BLR,DEL-BLR,2026-04-20 01:27:41.701,2026-04-20 05:08:41.701,2026-04-20,221.0,3.68,False,False
AI051,Air India,MAA,BLR,MAA-BLR,2026-04-20 01:27:41.701,2026-04-20 02:22:41.701,2026-04-20,55.0,0.92,False,False
UK222,Vistara,BOM,CCU,BOM-CCU,2026-04-20 01:22:41.704,2026-04-20 02:57:41.704,2026-04-20,95.0,1.58,False,False
SJ127,SpiceJet,BOM,DEL,BOM-DEL,2026-04-20 01:21:41.702,2026-04-20 03:58:41.702,2026-04-20,157.0,2.62,False,False
AI226,Unknown,BLR,HYD,BLR-HYD,2026-04-20 01:19:41.703,2026-04-20 04:08:41.703,2026-04-20,169.0,2.82,False,False
AI216,Air India,BOM,CCU,BOM-CCU,2026-04-20 01:10:41.703,2026-04-20 02:34:41.703,2026-04-20,84.0,1.4,False,False
6F058,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 01:04:41.701,2026-04-20 03:33:41.701,2026-04-20,149.0,2.48,False,False
SJ207,SpiceJet,DEL,CCU,DEL-CCU,2026-04-20 00:52:41.703,2026-04-20 04:05:41.703,2026-04-20,193.0,3.22,False,False
SJ198,SpiceJet,CCU,BOM,CCU-BOM,2026-04-20 00:47:41.703,2026-04-20 05:28:41.703,2026-04-20,281.0,4.68,False,False
SJ108,SpiceJet,BLR,HYD,BLR-HYD,2026-04-20 00:40:41.702,2026-04-20 03:16:41.702,2026-04-20,156.0,2.6,False,False
SJ155,SpiceJet,DEL,CCU,DEL-CCU,2026-04-20 00:38:41.702,2026-04-20 05:38:41.702,2026-04-20,300.0,5.0,False,False
6F193,IndiGo,BOM,MAA,BOM-MAA,2026-04-20 00:34:41.703,2026-04-20 02:32:41.703,2026-04-20,118.0,1.97,False,False
6F019,IndiGo,BLR,BOM,BLR-BOM,2026-04-20 00:19:41.701,2026-04-20 04:14:41.701,2026-04-20,235.0,3.92,False,False
AI102,Air India,CCU,BLR,CCU-BLR,2026-04-20 00:17:41.702,2026-04-20 05:08:41.702,2026-04-20,291.0,4.85,False,False
6F166,IndiGo,BOM,CCU,BOM-CCU,2026-04-20 00:03:41.703,2026-04-20 04:33:41.703,2026-04-20,270.0,4.5,False,False
UK175,Vistara,BLR,BOM,BLR-BOM,2026-04-19 23:56:41.703,2026-04-20 03:18:41.703,2026-04-19,202.0,3.37,True,False
6F010,IndiGo,DEL,BLR,DEL-BLR,2026-04-19 23:53:41.701,2026-04-20 03:44:41.701,2026-04-19,231.0,3.85,True,False
AI234,Air India,BOM,MAA,BOM-MAA,2026-04-19 23:50:41.704,2026-04-20 01:34:41.704,2026-04-19,104.0,1.73,True,False
UK135,Vistara,HYD,DEL,HYD-DEL,2026-04-19 23:50:41.702,2026-04-20 01:43:41.702,2026-04-19,113.0,1.88,True,False
6F272,Unknown,HYD,MAA,HYD-MAA,2026-04-19 23:35:41.702,2026-04-20 00:22:41.702,2026-04-19,47.0,0.78,True,False
AI061,Air India,BOM,CCU,BOM-CCU,2026-04-19 23:31:41.701,2026-04-20 01:02:41.701,2026-04-19,91.0,1.52,True,False
6F070,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 23:23:41.701,2026-04-20 02:24:41.701,2026-04-19,181.0,3.02,True,False
AI015,Air India,BLR,CCU,BLR-CCU,2026-04-19 23:21:41.701,2026-04-20 01:15:41.701,2026-04-19,114.0,1.9,True,False
SJ076,SpiceJet,DEL,MAA,DEL-MAA,2026-04-19 23:01:41.701,2026-04-20 02:02:41.701,2026-04-19,181.0,3.02,True,False
SJ029,Unknown,HYD,DEL,HYD-DEL,2026-04-19 22:55:41.701,2026-04-20 00:22:41.701,2026-04-19,87.0,1.45,True,False
SJ194,SpiceJet,CCU,DEL,CCU-DEL,2026-04-19 22:46:41.703,2026-04-20 02:31:41.703,2026-04-19,225.0,3.75,True,False
AI235,Air India,BLR,HYD,BLR-HYD,2026-04-19 22:45:41.704,2026-04-20 02:12:41.704,2026-04-19,207.0,3.45,True,False
SJ048,SpiceJet,MAA,BLR,MAA-BLR,2026-04-19 22:43:41.701,2026-04-20 00:19:41.701,2026-04-19,96.0,1.6,True,False
SJ114,SpiceJet,HYD,DEL,HYD-DEL,2026-04-19 22:42:41.702,2026-04-20 02:02:41.702,2026-04-19,200.0,3.33,True,False
SJ146,SpiceJet,HYD,BLR,HYD-BLR,2026-04-19 22:37:41.702,2026-04-20 00:33:41.702,2026-04-19,116.0,1.93,True,False
UK041,Vistara,HYD,MAA,HYD-MAA,2026-04-19 22:37:41.701,2026-04-19 23:44:41.701,2026-04-19,67.0,1.12,False,False
6F075,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 22:20:41.702,2026-04-20 03:02:41.702,2026-04-19,282.0,4.7,True,False
SJ020,SpiceJet,BLR,BOM,BLR-BOM,2026-04-19 22:18:41.701,2026-04-20 02:27:41.701,2026-04-19,249.0,4.15,True,False
SJ099,Unknown,MAA,BLR,MAA-BLR,2026-04-19 22:14:41.702,2026-04-20 00:34:41.702,2026-04-19,140.0,2.33,True,False
6F078,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 22:04:41.702,2026-04-19 23:37:41.702,2026-04-19,93.0,1.55,False,False
UK219,Vistara,BOM,HYD,BOM-HYD,2026-04-19 22:03:41.704,2026-04-20 02:21:41.704,2026-04-19,258.0,4.3,True,False
UK223,Vistara,CCU,DEL,CCU-DEL,2026-04-19 21:58:41.704,2026-04-19 22:30:41.704,2026-04-19,32.0,0.53,False,False
UK227,Vistara,BOM,HYD,BOM-HYD,2026-04-19 21:57:41.704,2026-04-20 01:47:41.704,2026-04-19,230.0,3.83,True,False
6F260,Unknown,CCU,DEL,CCU-DEL,2026-04-19 21:51:41.702,2026-04-20 01:14:41.702,2026-04-19,203.0,3.38,True,False
AI096,Air India,CCU,DEL,CCU-DEL,2026-04-19 21:48:41.702,2026-04-20 02:46:41.702,2026-04-19,298.0,4.97,True,False
6F022,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 21:46:41.701,2026-04-20 02:05:41.701,2026-04-19,259.0,4.32,True,False
6F237,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 21:41:41.704,2026-04-20 00:44:41.704,2026-04-19,183.0,3.05,True,False
UK146,Vistara,BOM,MAA,BOM-MAA,2026-04-19 21:40:41.703,2026-04-20 00:08:41.703,2026-04-19,148.0,2.47,True,False
SJ015,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 21:40:41.701,2026-04-19 22:52:41.701,2026-04-19,72.0,1.2,False,False
AI108,Air India,BLR,CCU,BLR-CCU,2026-04-19 21:32:41.702,2026-04-20 00:17:41.702,2026-04-19,165.0,2.75,True,False
UK020,Vistara,MAA,BLR,MAA-BLR,2026-04-19 21:23:41.701,2026-04-19 22:38:41.701,2026-04-19,75.0,1.25,False,False
6F113,IndiGo,BOM,CCU,BOM-CCU,2026-04-19 21:04:41.702,2026-04-20 01:30:41.702,2026-04-19,266.0,4.43,True,False
6F112,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,2026-04-19,136.0,2.27,False,False
6F246,IndiGo,HYD,DEL,HYD-DEL,2026-04-19 21:00:41.702,2026-04-19 23:16:41.702,2026-04-19,136.0,2.27,False,False
UK158,Vistara,BOM,MAA,BOM-MAA,2026-04-19 20:49:41.703,2026-04-19 21:22:41.703,2026-04-19,33.0,0.55,False,False
UK159,Vistara,CCU,BLR,CCU-BLR,2026-04-19 20:45:41.703,2026-04-19 23:32:41.703,2026-04-19,167.0,2.78,False,False
UK084,Vistara,MAA,DEL,MAA-DEL,2026-04-19 20:44:41.702,2026-04-20 00:20:41.702,2026-04-19,216.0,3.6,True,False
SJ206,SpiceJet,DEL,CCU,DEL-CCU,2026-04-19 20:43:41.703,2026-04-20 01:21:41.703,2026-04-19,278.0,4.63,True,False
UK044,Vistara,BLR,BOM,BLR-BOM,2026-04-19 20:31:41.701,2026-04-19 23:29:41.701,2026-04-19,178.0,2.97,False,False
SJ036,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 20:24:41.701,2026-04-19 23:54:41.701,2026-04-19,210.0,3.5,False,False
6F176,IndiGo,CCU,DEL,CCU-DEL,2026-04-19 20:23:42.000,2026-04-19 23:23:42.000,2026-04-19,180.0,3.0,False,False
6F148,IndiGo,CCU,BOM,CCU-BOM,2026-04-19 20:23:41.703,2026-04-19 22:30:41.703,2026-04-19,127.0,2.12,False,False
6F202,IndiGo,HYD,BLR,HYD-BLR,2026-04-19 20:18:41.703,2026-04-19 23:48:41.703,2026-04-19,210.0,3.5,False,False
6F071,IndiGo,DEL,CCU,DEL-CCU,2026-04-19 20:18:41.702,2026-04-20 00:31:41.702,2026-04-19,253.0,4.22,True,False
AI105,Air India,CCU,DEL,CCU-DEL,2026-04-19 20:16:41.702,2026-04-19 22:03:41.702,2026-04-19,107.0,1.78,False,False
AI241,Air India,HYD,BLR,HYD-BLR,2026-04-19 20:11:41.704,2026-04-19 22:18:41.704,2026-04-19,127.0,2.12,False,False
SJ162,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 20:11:41.703,2026-04-19 22:30:41.703,2026-04-19,139.0,2.32,False,False
6F003,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,2026-04-19,187.0,3.12,False,False
6F249,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 20:06:41.700,2026-04-19 23:13:41.700,2026-04-19,187.0,3.12,False,False
AI237,Air India,BOM,CCU,BOM-CCU,2026-04-19 19:58:41.704,2026-04-19 23:13:41.704,2026-04-19,195.0,3.25,False,False
SJ134,SpiceJet,BOM,CCU,BOM-CCU,2026-04-19 19:58:41.702,2026-04-20 00:15:41.702,2026-04-19,257.0,4.28,True,False
AI071,Air India,BOM,MAA,BOM-MAA,2026-04-19 19:55:41.702,2026-04-19 22:58:41.702,2026-04-19,183.0,3.05,False,False
6F118,IndiGo,CCU,HYD,CCU-HYD,2026-04-19 19:52:41.702,2026-04-19 21:01:41.702,2026-04-19,69.0,1.15,False,False
6F014,IndiGo,DEL,MAA,DEL-MAA,2026-04-19 19:42:41.701,2026-04-19 23:15:41.701,2026-04-19,213.0,3.55,False,False
6F065,IndiGo,MAA,BLR,MAA-BLR,2026-04-19 19:40:41.701,2026-04-19 22:23:41.701,2026-04-19,163.0,2.72,False,False
6F271,Unknown,HYD,MAA,HYD-MAA,2026-04-19 19:33:41.702,2026-04-19 22:52:41.702,2026-04-19,199.0,3.32,False,False
SJ070,SpiceJet,MAA,CCU,MAA-CCU,2026-04-19 18:55:41.701,2026-04-19 20:48:41.701,2026-04-19,113.0,1.88,False,False
6F007,IndiGo,HYD,MAA,HYD-MAA,2026-04-19 18:55:41.701,2026-04-19 19:54:41.701,2026-04-19,59.0,0.98,False,False
UK007,Vistara,DEL,HYD,DEL-HYD,2026-04-19 18:50:41.701,2026-04-19 21:04:41.701,2026-04-19,134.0,2.23,False,False
SJ192,SpiceJet,HYD,BOM,HYD-BOM,2026-04-19 18:45:42.000,2026-04-18 23:45:42.000,2026-04-19,-1140.0,-19.0,True,True
AI097,Air India,HYD,MAA,HYD-MAA,2026-04-19 18:42:41.702,2026-04-19 23:34:41.702,2026-04-19,292.0,4.87,False,False
6F256,Unknown,BOM,CCU,BOM-CCU,2026-04-19 18:40:41.702,2026-04-19 19:13:41.702,2026-04-19,33.0,0.55,False,False
UK047,Vistara,BLR,HYD,BLR-HYD,2026-04-19 18:40:41.701,2026-04-19 22:45:41.701,2026-04-19,245.0,4.08,False,False
AI024,Air India,MAA,BOM,MAA-BOM,2026-04-19 18:38:41.701,2026-04-19 19:45:41.701,2026-04-19,67.0,1.12,False,False
UK113,Vistara,CCU,DEL,CCU-DEL,2026-04-19 18:34:41.702,2026-04-19 22:58:41.702,2026-04-19,264.0,4.4,False,False
SJ163,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 18:32:41.703,2026-04-19 23:08:41.703,2026-04-19,276.0,4.6,False,False
SJ208,SpiceJet,DEL,HYD,DEL-HYD,2026-04-19 18:32:41.703,2026-04-19 19:33:41.703,2026-04-19,61.0,1.02,False,False
SJ221,SpiceJet,MAA,HYD,MAA-HYD,2026-04-19 18:31:41.703,2026-04-19 23:17:41.703,2026-04-19,286.0,4.77,False,False
SJ084,SpiceJet,HYD,MAA,HYD-MAA,2026-04-19 18:31:41.702,2026-04-19 19:30:41.702,2026-04-19,59.0,0.98,False,False
6F127,IndiGo,HYD,BOM,HYD-BOM,2026-04-19 18:27:41.702,2026-04-19 22:28:41.702,2026-04-19,241.0,4.02,False,False
AI122,Air India,BOM,CCU,BOM-CCU,2026-04-19 18:25:41.702,2026-04-19 22:36:41.702,2026-04-19,251.0,4.18,False,False
AI139,Air India,HYD,MAA,HYD-MAA,2026-04-19 18:23:41.702,2026-04-19 19:24:41.702,2026-04-19,61.0,1.02,False,False
UK149,Vistara,MAA,DEL,MAA-DEL,2026-04-19 18:22:41.703,2026-04-19 23:08:41.703,2026-04-19,286.0,4.77,False,False
AI149,Air India,BOM,HYD,BOM-HYD,2026-04-19 18:19:41.703,2026-04-19 21:36:41.703,2026-04-19,197.0,3.28,False,False
SJ243,SpiceJet,BLR,DEL,BLR-DEL,2026-04-19 18:17:41.704,2026-04-19 23:03:41.704,2026-04-19,286.0,4.77,False,False
AI053,Air India,CCU,DEL,CCU-DEL,2026-04-19 18:04:41.701,2026-04-19 22:19:41.701,2026-04-19,255.0,4.25,False,False
UK061,Vistara,BLR,BOM,BLR-BOM,2026-04-19 17:58:41.701,2026-04-19 19:48:41.701,2026-04-19,110.0,1.83,False,False
SJ004,SpiceJet,MAA,DEL,MAA-DEL,2026-04-19 17:52:41.701,2026-04-19 21:01:41.701,2026-04-19,189.0,3.15,False,False
AI173,Air India,HYD,DEL,HYD-DEL,2026-04-19 17:36:41.703,2026-04-19 22:27:41.703,2026-04-19,291.0,4.85,False,False
